id,baseline_prediction,mismatches,challenger_preds
24119,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24112,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24110,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24106,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21700,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21688,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21631,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21617,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21599,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21583,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21582,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21580,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21537,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21529,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21486,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21480,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21478,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21474,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21465,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21464,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21871,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21866,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21848,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21843,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21841,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21833,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21797,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21787,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21776,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21760,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21726,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21718,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21716,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21708,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22030,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22022,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22013,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22002,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21995,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21971,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21969,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21966,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21945,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21917,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21915,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21891,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21885,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21882,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22278,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22259,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22236,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22228,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22226,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22225,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22210,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22196,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22195,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22187,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22148,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22140,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22128,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22102,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22075,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22524,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22478,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22410,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22397,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22395,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22389,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22361,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22349,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22332,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22321,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22316,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22308,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22285,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22713,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22707,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22698,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22697,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22663,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22654,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22645,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22634,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22628,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22617,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22575,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22559,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22552,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22525,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22897,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22885,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22866,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22865,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22842,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22834,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22833,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22832,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22796,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22770,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22752,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22749,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22748,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22744,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22735,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23053,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23048,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23039,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23035,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23018,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23010,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22977,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22972,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22965,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22963,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22954,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22939,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22925,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22914,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22911,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
22902,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23270,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23218,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23211,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23205,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23197,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23195,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23180,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23178,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23161,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23159,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23126,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23111,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23107,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23062,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23061,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23056,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23512,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23479,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23457,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23414,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23387,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23383,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23356,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23346,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23299,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23296,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23281,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23273,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24098,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24092,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24071,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24069,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24064,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24054,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24048,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24040,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24028,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24027,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23998,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23993,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23984,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23958,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23697,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23694,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23693,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23682,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23672,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23668,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23662,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23628,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23618,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23591,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23587,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23580,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23560,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23558,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23542,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23841,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23831,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23810,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23807,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23802,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23781,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23768,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23743,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23741,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23740,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23738,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23718,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23708,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23704,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23698,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23954,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23949,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23941,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23920,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23918,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23912,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23911,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23898,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23889,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23871,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23867,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23859,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23858,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23846,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23844,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18533,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24621,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24610,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24595,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24576,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24572,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24564,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24548,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24535,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24533,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24530,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24528,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24527,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24507,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24504,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24498,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18705,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18688,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18685,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18672,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18661,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18660,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18654,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18649,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18636,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18624,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18613,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18569,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18547,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18542,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
18536,Extrovert,6,"['Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
24293,Extrovert,5,"['Introvert', 'Extrovert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
19612,Extrovert,5,"['Extrovert', 'Introvert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21404,Extrovert,5,"['Introvert', 'Extrovert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
21876,Extrovert,5,"['Introvert', 'Extrovert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23418,Extrovert,5,"['Introvert', 'Extrovert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
23336,Extrovert,5,"['Introvert', 'Extrovert', 'Introvert', 'Introvert', 'Introvert', 'Introvert']"
20033,Extrovert,5,"['Introvert', 'Introvert', 'Introvert', 'Extrovert', 'Introvert', 'Introvert']"
22547,Extrovert,4,"['Introvert', 'Extrovert', 'Introvert', 'Introvert', 'Introvert', 'Extrovert']"
21800,Extrovert,4,"['Introvert', 'Extrovert', 'Introvert', 'Extrovert', 'Introvert', 'Introvert']"
22286,Extrovert,4,"['Introvert', 'Introvert', 'Extrovert', 'Introvert', 'Introvert', 'Extrovert']"
22218,Extrovert,3,"['Introvert', 'Introvert', 'Extrovert', 'Extrovert', 'Introvert', 'Extrovert']"
23872,Extrovert,2,"['Introvert', 'Introvert', 'Extrovert', 'Extrovert', 'Extrovert', 'Extrovert']"
23547,Extrovert,2,"['Extrovert', 'Extrovert', 'Introvert', 'Introvert', 'Extrovert', 'Extrovert']"
19876,Extrovert,2,"['Introvert', 'Introvert', 'Extrovert', 'Extrovert', 'Extrovert', 'Extrovert']"
